السنة,القطاع_العام,الحجم,المنطقة,إجمالي_عدد_المنشآت,share,الإيرادات_موزع,النفقات_موزع,التعويضات_موزع,الفائض_موزع
2025,أنشطة الخدمات الإدارية وخدمات الدعم,متوسطة,منطقة مكة المكرمة,29.0,0.001295684031811277,99183.97201163757,41556.74085619285,21317.623499584373,57627.231155444715
2025,أنشطة خدمات الإقامة والطعام,صغيرة,منطقة مكة المكرمة,8161.0,0.13314734145824156,3299972.14723672,1690389.1971669844,448520.2767295015,1609582.9500697358
2025,أنشطة خدمات الإقامة والطعام,صغيرة,منطقة مكة المكرمة,1342.0,0.021894833015189335,542649.5063830019,277968.66837374016,73754.95789376192,264680.83800926176
2025,أنشطة خدمات الإقامة والطعام,متناهية الصغر,منطقة مكة المكرمة,47156.0,0.7693537598094399,3035874.1507275617,1538334.1428655453,456658.4113898365,1497540.0078620163
2025,أنشطة خدمات الإقامة والطعام,متناهية الصغر,منطقة مكة المكرمة,3912.0,0.06382458029465028,251852.143473709,127618.18574285378,37883.78372544407,124233.95773085523
2025,أنشطة خدمات الإقامة والطعام,متوسطة,منطقة مكة المكرمة,552.0,0.009005922372864765,3124575.1125248508,1584816.849145129,454224.72286282305,1539758.2633797217
2025,أنشطة خدمات الإقامة والطعام,متوسطة,منطقة مكة المكرمة,170.0,0.0027735630496141484,962278.5672630881,488077.6528164347,139888.04870775348,474200.9144466534
2025,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,صغيرة,منطقة مكة المكرمة,99.0,0.23741007194244604,12052.31544,2667.62232,3627.7639200000003,9384.69312
2025,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,متناهية الصغر,منطقة مكة المكرمة,297.0,0.7122302158273381,2334.626926229508,799.964631147541,644.5752049180327,1534.6622950819672
2025,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,متوسطة,منطقة مكة المكرمة,21.0,0.050359712230215826,2423112.252272727,1076386.5,428739.75136363634,1346725.752272727
2025,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,صغيرة,منطقة مكة المكرمة,4.0,0.0014992503748125937,2292.6596268656717,885.5898507462686,405.61947761194034,1407.0697761194033
2025,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,صغيرة,منطقة مكة المكرمة,209.0,0.07833583208395802,119791.46550373135,46272.06970149253,21193.61770522388,73519.39580223881
2025,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,صغيرة,منطقة مكة المكرمة,106.0,0.03973013493253373,60755.4801119403,23468.131044776117,10748.91615671642,37287.34906716418
2025,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,صغيرة,منطقة مكة المكرمة,158.0,0.05922038980509745,90560.05526119404,34980.799104477606,16021.969365671643,55579.25615671643
2025,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متناهية الصغر,منطقة مكة المكرمة,8.0,0.0029985007496251873,641.2490725806451,261.9499193548387,79.97314516129032,379.29915322580644
2025,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متناهية الصغر,منطقة مكة المكرمة,466.0,0.17466266866566715,37352.75847782258,15258.582802419354,4658.435705645161,22094.175675403225
2025,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متناهية الصغر,منطقة مكة المكرمة,410.0,0.15367316341829085,32864.014969758064,13424.933366935484,4098.623689516129,19439.08160282258
2025,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متناهية الصغر,منطقة مكة المكرمة,1186.0,0.444527736131934,95065.17501008064,38834.07554435484,11856.01877016129,56231.0994657258
2025,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متوسطة,منطقة مكة المكرمة,4.0,0.0014992503748125937,21544.689315068495,10049.26794520548,2928.9846575342467,11495.421369863016
2025,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متوسطة,منطقة مكة المكرمة,49.0,0.018365817091454274,263922.4441095891,123103.53232876713,35880.06205479452,140818.91178082197
2025,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متوسطة,منطقة مكة المكرمة,33.0,0.012368815592203899,177743.6868493151,82906.46054794521,24164.123424657537,94837.22630136988
2025,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متوسطة,منطقة مكة المكرمة,35.0,0.013118440779610194,188516.03150684934,87931.09452054795,25628.61575342466,100584.93698630139
2025,الأنشطة العقارية,صغيرة,منطقة مكة المكرمة,842.0,0.13247325361862808,1403748.3910422295,604634.0059169165,112127.99960425352,799114.385125313
2025,الأنشطة العقارية,متناهية الصغر,منطقة مكة المكرمة,5445.0,0.8566708621774701,816547.7705640615,284976.96895295364,126633.73672125944,531570.8016111078
2025,الأنشطة العقارية,متوسطة,منطقة مكة المكرمة,69.0,0.010855884203901826,1242018.1151155464,455931.6993286265,366456.66432101163,786086.4157869199
2025,الأنشطة المالية وأنشطة التأمين,صغيرة,منطقة مكة المكرمة,185.0,0.1625659050966608,1130338.171935484,255153.39167741936,125339.6292903226,875184.7802580646
2025,الأنشطة المالية وأنشطة التأمين,صغيرة,منطقة مكة المكرمة,143.0,0.1256590509666081,873720.8572258066,197226.67572903226,96884.14588387098,676494.1814967743
2025,الأنشطة المالية وأنشطة التأمين,صغيرة,منطقة مكة المكرمة,13.0,0.011423550087873463,79429.16883870968,17929.69779354839,8807.649625806453,61499.47104516129
2025,الأنشطة المالية وأنشطة التأمين,متناهية الصغر,منطقة مكة المكرمة,608.0,0.5342706502636204,372361.5907332101,133379.03536660504,50672.25592113371,238982.55536660505
2025,الأنشطة المالية وأنشطة التأمين,متناهية الصغر,منطقة مكة المكرمة,104.0,0.0913884007029877,63693.42999383857,22814.834996919282,8667.622723351818,40878.59499691929
2025,الأنشطة المالية وأنشطة التأمين,متناهية الصغر,منطقة مكة المكرمة,18.0,0.015817223198594025,11023.862883548984,3948.7214417744913,1500.165471349353,7075.141441774493
2025,الأنشطة المالية وأنشطة التأمين,متوسطة,منطقة مكة المكرمة,36.0,0.03163444639718805,2488053.703943662,653727.1512676056,350538.82732394367,1834326.5526760563
2025,الأنشطة المالية وأنشطة التأمين,متوسطة,منطقة مكة المكرمة,21.0,0.01845342706502636,1451364.6606338029,381340.8382394366,204480.9826056338,1070023.8223943664
2025,الأنشطة المالية وأنشطة التأمين,متوسطة,منطقة مكة المكرمة,10.0,0.008787346221441126,691126.0288732394,181590.87535211266,97371.89647887324,509535.1535211267
2025,الأنشطة المهنية والعلمية والتقنية,صغيرة,منطقة مكة المكرمة,628.0,0.04713653081137882,360858.5069668874,172577.46098013248,72324.16898013245,188281.0459867549
2025,الأنشطة المهنية والعلمية والتقنية,صغيرة,منطقة مكة المكرمة,746.0,0.0559933948810328,428663.1308874172,205004.43613245036,85913.74213245032,223658.69475496683
2025,الأنشطة المهنية والعلمية والتقنية,صغيرة,منطقة مكة المكرمة,202.0,0.015161750356526308,116072.32230463576,55510.58458278146,23263.506582781454,60561.7377218543
2025,الأنشطة المهنية والعلمية والتقنية,صغيرة,منطقة مكة المكرمة,52.0,0.0039030248442542973,29880.003761589403,14289.853456953644,5988.625456953642,15590.15030463576
2025,الأنشطة المهنية والعلمية والتقنية,صغيرة,منطقة مكة المكرمة,811.0,0.06087217593635067,466013.135589404,222866.7529536424,93399.52395364238,243146.38263576158
2025,الأنشطة المهنية والعلمية والتقنية,صغيرة,منطقة مكة المكرمة,140.0,0.010508143811453877,80446.16397350993,38472.68238410597,16123.22238410596,41973.481589403964
2025,الأنشطة المهنية والعلمية والتقنية,صغيرة,منطقة مكة المكرمة,35.0,0.0026270359528634693,20111.540993377483,9618.170596026492,4030.80559602649,10493.370397350991
2025,الأنشطة المهنية والعلمية والتقنية,متناهية الصغر,منطقة مكة المكرمة,4250.0,0.318997222847707,271811.5422133098,128274.65790904764,44319.72282645639,143536.88430426214
2025,الأنشطة المهنية والعلمية والتقنية,متناهية الصغر,منطقة مكة المكرمة,2171.0,0.1629512872476169,138847.73132825777,65525.713487186455,22639.557236761604,73322.01784107131
2025,الأنشطة المهنية والعلمية والتقنية,متناهية الصغر,منطقة مكة المكرمة,778.0,0.05839525632365083,49757.50113928353,23481.807965468015,8113.116319760723,26275.693173815514
2025,الأنشطة المهنية والعلمية والتقنية,متناهية الصغر,منطقة مكة المكرمة,136.0,0.010207911131126624,8697.969350825913,4104.789053089525,1418.2311304466045,4593.180297736389
2025,الأنشطة المهنية والعلمية والتقنية,متناهية الصغر,منطقة مكة المكرمة,2108.0,0.15822262253246266,134818.52493780165,63624.23032288763,21982.58252192237,71194.29461491402
2025,الأنشطة المهنية والعلمية والتقنية,متناهية الصغر,منطقة مكة المكرمة,1014.0,0.07610898446295879,64851.036189246144,30604.82426347631,10574.164457888653,34246.211925769836
2025,الأنشطة المهنية والعلمية والتقنية,متناهية الصغر,منطقة مكة المكرمة,84.0,0.006304886286872326,5372.275187274829,2535.310885731765,875.9662864523145,2836.9643015430634
2025,الأنشطة المهنية والعلمية والتقنية,متوسطة,منطقة مكة المكرمة,40.0,0.003002326803272536,385221.38289473683,152751.29078947369,73619.86578947368,232470.09210526315
2025,الأنشطة المهنية والعلمية والتقنية,متوسطة,منطقة مكة المكرمة,82.0,0.006154769946708699,789703.8349342105,313140.14611842105,150920.72486842104,476563.6888157895
2025,الأنشطة المهنية والعلمية والتقنية,متوسطة,منطقة مكة المكرمة,13.0,0.0009757562110635743,125196.94944078947,49644.16950657895,23926.456381578944,75552.77993421051
2025,الأنشطة المهنية والعلمية والتقنية,متوسطة,منطقة مكة المكرمة,21.0,0.0015762215717180816,202241.22601973682,80194.4276644737,38650.429539473684,122046.79835526312
2025,الأنشطة المهنية والعلمية والتقنية,متوسطة,منطقة مكة المكرمة,8.0,0.0006004653606545072,77044.27657894736,30550.25815789474,14723.973157894736,46494.01842105262
2025,الأنشطة المهنية والعلمية والتقنية,متوسطة,منطقة مكة المكرمة,4.0,0.0003002326803272536,38522.13828947368,15275.12907894737,7361.986578947368,23247.00921052631
2025,التشييد,صغيرة,منطقة مكة المكرمة,3742.0,0.028406804879715173,3551718.3262759517,1130154.6600853985,542821.3544918483,2421563.6661905535
2025,التشييد,صغيرة,منطقة مكة المكرمة,839.0,0.006369136636579645,796336.631679723,253393.84281444398,121706.87237270462,542942.788865279
2025,التشييد,صغيرة,منطقة مكة المكرمة,10225.0,0.07762148046367923,9705056.089302942,3088143.0784001066,1483257.175221579,6616913.010902835
2025,التشييد,متناهية الصغر,منطقة مكة المكرمة,32130.0,0.24390984521251965,2128303.8292459906,756560.3953343884,643794.67811085,1371743.4339116022
2025,التشييد,متناهية الصغر,منطقة مكة المكرمة,3018.0,0.0229106726688884,199913.50627651415,71064.40314718905,60472.21719696687,128849.1031293251
2025,التشييد,متناهية الصغر,منطقة مكة المكرمة,79892.0,0.6064875615847687,5292077.482916921,1881205.20087317,1600810.5951955193,3410872.2820437513
2025,التشييد,متوسطة,منطقة مكة المكرمة,462.0,0.003507200388676753,3928596.68667732,1265530.6321919546,744384.7496014348,2663066.0544853653
2025,التشييد,متوسطة,منطقة مكة المكرمة,172.0,0.0013057109672129903,1462594.4374642835,471149.9323312039,277130.25309836963,991444.5051330796
2025,التشييد,متوسطة,منطقة مكة المكرمة,1249.0,0.009481587197959447,10620816.583679594,3421315.4969864744,2012416.7797666495,7199501.086693119
2025,التعدين واستغلال المحاجر,صغيرة,منطقة مكة المكرمة,65.0,0.05696757230499562,54723.275318232794,15092.443713142404,15107.749934958882,39630.83160509039
2025,التعدين واستغلال المحاجر,صغيرة,منطقة مكة المكرمة,179.0,0.15687992988606486,150699.48126097955,41562.26807157678,41604.419051656,109137.21318940277
2025,التعدين واستغلال المحاجر,صغيرة,منطقة مكة المكرمة,9.0,0.007887817703768623,7577.068890216849,2089.722975665871,2091.8422986866144,5487.345914550977
2025,التعدين واستغلال المحاجر,صغيرة,منطقة مكة المكرمة,23.0,0.020157756354075372,19363.620497220836,5340.4031600350045,5345.819207754681,14023.217337185832
2025,التعدين واستغلال المحاجر,متناهية الصغر,منطقة مكة المكرمة,196.0,0.17177914110429449,108004.21899176718,48783.80754779393,16271.250553354957,59220.41144397325
2025,التعدين واستغلال المحاجر,متناهية الصغر,منطقة مكة المكرمة,7.0,0.006134969325153374,3857.2935354202564,1742.2788409926404,581.1160911912485,2115.0146944276157
2025,التعدين واستغلال المحاجر,متناهية الصغر,منطقة مكة المكرمة,460.0,0.40315512708150747,253479.289470474,114492.60955094494,38187.628849710614,138986.67991952907
2025,التعدين واستغلال المحاجر,متناهية الصغر,منطقة مكة المكرمة,47.0,0.04119193689745837,25898.970880678866,11698.157932379158,3901.779469426954,14200.812948299708
2025,التعدين واستغلال المحاجر,متناهية الصغر,منطقة مكة المكرمة,100.0,0.0876424189307625,55104.19336314652,24889.69772846629,8301.658445589264,30214.495634680232
2025,التعدين واستغلال المحاجر,متوسطة,منطقة مكة المكرمة,10.0,0.008764241893076249,134653.7664836778,33802.33939584526,12814.828220418964,100851.42708783256
2025,التعدين واستغلال المحاجر,متوسطة,منطقة مكة المكرمة,34.0,0.029798422436459245,457822.80604450457,114927.95394587387,43570.415949424474,342894.8520986307
2025,التعدين واستغلال المحاجر,متوسطة,منطقة مكة المكرمة,2.0,0.0017528483786152498,26930.753296735562,6760.467879169051,2562.9656440837925,20170.285417566512
2025,التعدين واستغلال المحاجر,متوسطة,منطقة مكة المكرمة,9.0,0.007887817703768623,121188.38983531002,30422.10545626073,11533.345398377067,90766.28437904929
2025,التعليم,صغيرة,منطقة مكة المكرمة,851.0,0.16834817012858555,553905.3823004789,128710.7191208341,216718.01561658113,425194.6631796448
2025,التعليم,متناهية الصغر,منطقة مكة المكرمة,3909.0,0.7732937685459941,43748.08058740329,13350.313164951407,12241.184344023846,30397.76742245188
2025,التعليم,متوسطة,منطقة مكة المكرمة,295.0,0.058358061325420374,1602787.103257237,568449.48869716,626903.766733287,1034337.614560077
2025,الصحة والعمل الاجتماعي,صغيرة,منطقة مكة المكرمة,537.0,0.12149321266968326,193167.95273234262,40105.07355569657,65340.27644313788,153062.87917664606
2025,الصحة والعمل الاجتماعي,صغيرة,منطقة مكة المكرمة,36.0,0.008144796380090498,12949.80688708442,2688.608283063457,4380.3537280315895,10261.198604020963
2025,الصحة والعمل الاجتماعي,صغيرة,منطقة مكة المكرمة,1507.0,0.3409502262443439,542093.3049676728,112548.13007157305,183366.47411510017,429545.1748960997
2025,الصحة والعمل الاجتماعي,متناهية الصغر,منطقة مكة المكرمة,886.0,0.20045248868778281,99662.87058199759,34850.0676936102,14224.62955114974,64812.802888387385
2025,الصحة والعمل الاجتماعي,متناهية الصغر,منطقة مكة المكرمة,26.0,0.0058823529411764705,2924.64405771099,1022.6882167425116,417.4270522910758,1901.9558409684787
2025,الصحة والعمل الاجتماعي,متناهية الصغر,منطقة مكة المكرمة,1001.0,0.22647058823529412,112598.79622187311,39373.496344586696,16070.94151320642,73225.29987728642
2025,الصحة والعمل الاجتماعي,متوسطة,منطقة مكة المكرمة,44.0,0.009954751131221719,441728.2118366079,130815.89361257221,123761.8467729966,310912.31822403567
2025,الصحة والعمل الاجتماعي,متوسطة,منطقة مكة المكرمة,9.0,0.0020361990950226246,90353.4978756698,26757.796420753406,25314.923203567487,63595.70145491639
2025,الصحة والعمل الاجتماعي,متوسطة,منطقة مكة المكرمة,374.0,0.08461538461538462,3754689.800611167,1111935.0957068638,1051975.697570471,2642754.7049043034
2025,الصناعات التحويلية,صغيرة,منطقة مكة المكرمة,767.0,0.01495534843817026,636245.1584400076,319291.17017672915,78190.90790599922,316953.98826327844
2025,الصناعات التحويلية,صغيرة,منطقة مكة المكرمة,209.0,0.004075186210661779,173370.5842424532,87003.7217300344,21306.257825754677,86366.86251241878
2025,الصناعات التحويلية,صغيرة,منطقة مكة المكرمة,220.0,0.004289669695433452,182495.35183416127,91582.86497898358,22427.639816583873,90912.48685517769
2025,الصناعات التحويلية,صغيرة,منطقة مكة المكرمة,110.0,0.002144834847716726,91247.67591708063,45791.43248949179,11213.819908291936,45456.243427588844
2025,الصناعات التحويلية,صغيرة,منطقة مكة المكرمة,43.0,0.0008384354404710838,35669.54604031333,17900.287245892247,4383.584145968666,17769.258794421086
2025,الصناعات التحويلية,صغيرة,منطقة مكة المكرمة,9.0,0.00017548648754045937,7465.718938670233,3746.5717491402374,917.4943561329766,3719.1471895299956
2025,الصناعات التحويلية,صغيرة,منطقة مكة المكرمة,339.0,0.006609991030690637,281208.7466899121,141120.8692176156,34558.954081008786,140087.8774722965
2025,الصناعات التحويلية,صغيرة,منطقة مكة المكرمة,36.0,0.0007019459501618375,29862.875754680932,14986.28699656095,3669.9774245319063,14876.588758119982
2025,الصناعات التحويلية,صغيرة,منطقة مكة المكرمة,193.0,0.0037632102328120733,160098.19501815055,80343.14973156287,19675.15674818494,79755.04528658769
2025,الصناعات التحويلية,صغيرة,منطقة مكة المكرمة,118.0,0.0023008228366415786,97883.87052923195,49121.71848872756,12029.370447076804,48762.15204050439
2025,الصناعات التحويلية,صغيرة,منطقة مكة المكرمة,42.0,0.0008189369418554771,34840.02171379442,17484.001495987774,4281.640328620558,17356.020217806647
2025,الصناعات التحويلية,صغيرة,منطقة مكة المكرمة,56.0,0.0010919159224739695,46453.36228505923,23312.001994650367,5708.853771494077,23141.360290408862
2025,الصناعات التحويلية,صغيرة,منطقة مكة المكرمة,431.0,0.008403852903326443,357524.9847296523,179419.15820882694,43937.78527703477,178105.82652082536
2025,الصناعات التحويلية,صغيرة,منطقة مكة المكرمة,567.0,0.011055648715048941,470340.2931362247,236034.02019583495,57802.14443637752,234306.27294038972
2025,الصناعات التحويلية,صغيرة,منطقة مكة المكرمة,666.0,0.012986000077993994,552463.2014615972,277246.3094363776,67894.58235384026,275216.8920252196
2025,الصناعات التحويلية,صغيرة,منطقة مكة المكرمة,433.0,0.008442849900557657,359184.0333826901,180251.72970863586,44141.67291173099,178932.30367405424
2025,الصناعات التحويلية,صغيرة,منطقة مكة المكرمة,84.0,0.0016378738837109542,69680.04342758884,34968.00299197555,8563.280657241115,34712.04043561329
2025,الصناعات التحويلية,صغيرة,منطقة مكة المكرمة,486.0,0.009476270327184807,403148.8226881926,202314.87445357282,49544.69523118073,200833.94823461978
2025,الصناعات التحويلية,صغيرة,منطقة مكة المكرمة,18.0,0.00035097297508091875,14931.437877340466,7493.143498280475,1834.9887122659532,7438.294379059991
2025,الصناعات التحويلية,صغيرة,منطقة مكة المكرمة,1603.0,0.031256093280817375,1329727.4954098205,667306.0570968668,163415.93920901793,662421.4383129537
2025,الصناعات التحويلية,صغيرة,منطقة مكة المكرمة,175.0,0.003412237257731155,145166.75714081008,72850.0062332824,17840.16803591899,72316.75090752768
2025,الصناعات التحويلية,صغيرة,منطقة مكة المكرمة,493.0,0.009612759817494054,408955.49297382496,205228.8747029041,50258.3019526175,203726.61827092085
2025,الصناعات التحويلية,صغيرة,منطقة مكة المكرمة,178.0,0.0034707327535779746,147655.33012036682,74098.8634829958,18145.999487963316,73556.46663737102
2025,الصناعات التحويلية,صغيرة,منطقة مكة المكرمة,2.0,3.89969972312132e-05,1659.0486530378296,832.5714998089417,203.88763469621702,826.4771532288879
2025,الصناعات التحويلية,متناهية الصغر,منطقة مكة المكرمة,3774.0,0.0735873337752993,528835.3986952447,233818.0909966881,58140.6258863963,295017.3076985566
2025,الصناعات التحويلية,متناهية الصغر,منطقة مكة المكرمة,425.0,0.008286861911632804,59553.535889104125,26330.86610323064,6547.367779999583,33222.669785873484
2025,الصناعات التحويلية,متناهية الصغر,منطقة مكة المكرمة,718.0,0.013999922006005538,100610.4441608865,44483.67496969318,11061.20015538753,56126.76919119332
2025,الصناعات التحويلية,متناهية الصغر,منطقة مكة المكرمة,187.0,0.003646219241118434,26203.555791205814,11585.581085421483,2880.8418231998166,14617.97470578433
2025,الصناعات التحويلية,متناهية الصغر,منطقة مكة المكرمة,94.0,0.0018328588698670201,13171.840879001853,5823.768032243954,1448.1236972234371,7348.072846757899
2025,الصناعات التحويلية,متناهية الصغر,منطقة مكة المكرمة,48.0,0.0009359279335491167,6726.046406298819,2973.838995188402,739.4674198587765,3752.2074111104175
2025,الصناعات التحويلية,متناهية الصغر,منطقة مكة المكرمة,2570.0,0.05011114144210896,360123.7346705826,159224.29620071236,39592.318104938655,200899.43846987022
2025,الصناعات التحويلية,متناهية الصغر,منطقة مكة المكرمة,227.0,0.004426159185742698,31808.5944631215,14063.780248078485,3497.0646730821304,17744.814215043014
2025,الصناعات التحويلية,متناهية الصغر,منطقة مكة المكرمة,370.0,0.007214444487774441,51846.60771522006,22923.342254577263,5700.061361411402,28923.265460642797
2025,الصناعات التحويلية,متناهية الصغر,منطقة مكة المكرمة,270.0,0.005264594626213781,37834.011035430856,16727.844347934762,4159.504236705618,21106.166687496094
2025,الصناعات التحويلية,متناهية الصغر,منطقة مكة المكرمة,102.0,0.001988846858791873,14292.848613384991,6319.407864775354,1571.3682671999,7973.440748609637
2025,الصناعات التحويلية,متناهية الصغر,منطقة مكة المكرمة,58.0,0.0011309129197051826,8127.30607427774,3593.3887858526523,893.5231323293549,4533.9172884250875
2025,الصناعات التحويلية,متناهية الصغر,منطقة مكة المكرمة,8083.0,0.15760636430994812,1132638.1896273615,500782.0957939136,124523.23238996854,631856.0938334479
2025,الصناعات التحويلية,متناهية الصغر,منطقة مكة المكرمة,1739.0,0.033907889092539875,243679.0562615343,107739.70859651314,26790.288398633587,135939.34766502117
2025,الصناعات التحويلية,متناهية الصغر,منطقة مكة المكرمة,5362.0,0.10455094957688257,751355.4339702972,332202.59775417106,82604.67302672415,419152.83621612616
2025,الصناعات التحويلية,متناهية الصغر,منطقة مكة المكرمة,2300.0,0.04484654681589518,322289.72363515175,142496.4518527776,35432.81386823304,179793.27178237416
2025,الصناعات التحويلية,متناهية الصغر,منطقة مكة المكرمة,246.0,0.004796630659439223,34470.98783228145,15240.92485034056,3789.7705267762294,19230.062981940886
2025,الصناعات التحويلية,متناهية الصغر,منطقة مكة المكرمة,7938.0,0.1547790820106852,1112319.9244416673,491798.62382928195,122289.42455914516,620521.3006123854
2025,الصناعات التحويلية,متناهية الصغر,منطقة مكة المكرمة,67.0,0.0013063994072456421,9388.439775458768,4150.983597450478,1032.1732735528756,5237.45617800829
2025,الصناعات التحويلية,متناهية الصغر,منطقة مكة المكرمة,5782.0,0.11274031899543735,810208.3400254119,358223.6889620696,89075.01295048845,451984.65106334235
2025,الصناعات التحويلية,متناهية الصغر,منطقة مكة المكرمة,1061.0,0.020687907031158602,148673.65077256347,65734.23278947697,16345.311093128372,82939.4179830865
2025,الصناعات التحويلية,متناهية الصغر,منطقة مكة المكرمة,653.0,0.012732519595991108,91502.25631902352,40456.60133037555,10059.838024328772,51045.65498864797
2025,الصناعات التحويلية,متناهية الصغر,منطقة مكة المكرمة,199.0,0.003880201224505713,27885.067392780522,12329.040834218584,3065.7086781645107,15556.026558561938
2025,الصناعات التحويلية,متناهية الصغر,منطقة مكة المكرمة,2.0,3.89969972312132e-05,280.2519335957841,123.90995813285008,30.811142494115686,156.34197546293404
2025,الصناعات التحويلية,متوسطة,منطقة مكة المكرمة,118.0,0.0023008228366415786,1631413.8133670036,897769.6093771044,153891.20926767678,733644.2039898991
2025,الصناعات التحويلية,متوسطة,منطقة مكة المكرمة,36.0,0.0007019459501618375,497719.4684848485,273895.81303030305,46949.86045454545,223823.65545454546
2025,الصناعات التحويلية,متوسطة,منطقة مكة المكرمة,16.0,0.0003119759778497056,221208.65265993268,121731.47245791246,20866.604646464646,99477.18020202022
2025,الصناعات التحويلية,متوسطة,منطقة مكة المكرمة,28.0,0.0005459579612369848,387115.1421548822,213030.0768013468,36516.55813131313,174085.0653535354
2025,الصناعات التحويلية,متوسطة,منطقة مكة المكرمة,17.0,0.0003314744764653122,235034.19345117846,129339.68948653199,22170.767436868686,105694.50396464647
2025,الصناعات التحويلية,متوسطة,منطقة مكة المكرمة,7.0,0.0001364894903092462,96778.78553872055,53257.5192003367,9129.139532828283,43521.26633838385
2025,الصناعات التحويلية,متوسطة,منطقة مكة المكرمة,54.0,0.0010529189252427562,746579.2027272728,410843.71954545454,70424.79068181818,335735.4831818182
2025,الصناعات التحويلية,متوسطة,منطقة مكة المكرمة,6.0,0.00011699099169363959,82953.24474747476,45649.30217171717,7824.976742424242,37303.94257575759
2025,الصناعات التحويلية,متوسطة,منطقة مكة المكرمة,103.0,0.00200834535740748,1424030.7014983166,783646.3539478114,134328.76741161617,640384.3475505052
2025,الصناعات التحويلية,متوسطة,منطقة مكة المكرمة,30.0,0.000584954958468198,414766.2237373738,228246.51085858585,39124.88371212121,186519.71287878792
2025,الصناعات التحويلية,متوسطة,منطقة مكة المكرمة,22.0,0.00042896696954334516,304161.8974074074,167380.77462962962,28691.581388888888,136781.12277777778
2025,الصناعات التحويلية,متوسطة,منطقة مكة المكرمة,10.0,0.00019498498615606598,138255.40791245791,76082.1702861953,13041.627904040404,62173.23762626262
2025,الصناعات التحويلية,متوسطة,منطقة مكة المكرمة,97.0,0.0018913543657138401,1341077.4567508418,737997.0517760942,126503.79066919192,603080.4049747476
2025,الصناعات التحويلية,متوسطة,منطقة مكة المكرمة,182.0,0.0035487267480404008,2516248.424006734,1384695.4992087542,237357.62785353535,1131552.9247979799
2025,الصناعات التحويلية,متوسطة,منطقة مكة المكرمة,179.0,0.003490231252193581,2474771.8016329966,1361870.8481228957,233445.13948232323,1112900.953510101
2025,الصناعات التحويلية,متوسطة,منطقة مكة المكرمة,62.0,0.001208906914167609,857183.5290572391,471709.4557744108,80858.0930050505,385474.07328282826
2025,الصناعات التحويلية,متوسطة,منطقة مكة المكرمة,56.0,0.0010919159224739695,774230.2843097644,426060.1536026936,73033.11626262627,348170.1307070708
2025,الصناعات التحويلية,متوسطة,منطقة مكة المكرمة,55.0,0.001072417423858363,760404.7435185185,418451.9365740741,71728.95347222222,341952.8069444444
2025,الصناعات التحويلية,متوسطة,منطقة مكة المكرمة,1.0,1.94984986156066e-05,13825.540791245792,7608.217028619529,1304.1627904040404,6217.3237626262635
2025,الصناعات التحويلية,متوسطة,منطقة مكة المكرمة,363.0,0.0070779549974651955,5018671.307222223,2761782.781388889,473411.09291666665,2256888.525833334
2025,الصناعات التحويلية,متوسطة,منطقة مكة المكرمة,35.0,0.0006824474515462309,483893.92769360275,266287.5960016835,45645.697664141415,217606.33169191924
2025,الصناعات التحويلية,متوسطة,منطقة مكة المكرمة,177.0,0.0034512342549623677,2447120.7200505054,1346654.4140656565,230836.81390151515,1100466.3059848489
2025,الصناعات التحويلية,متوسطة,منطقة مكة المكرمة,79.0,0.0015403813906329214,1092217.7225084177,601049.1452609428,103028.86044191918,491168.5772474749
2025,الفنون والترفية والتسلية,صغيرة,منطقة مكة المكرمة,1.0,0.00037835792659856227,797.3323425692695,318.59435768261966,83.31068010075566,478.7379848866498
2025,الفنون والترفية والتسلية,صغيرة,منطقة مكة المكرمة,24.0,0.009080590238365494,19135.976221662466,7646.264584382872,1999.4563224181359,11489.711637279594
2025,الفنون والترفية والتسلية,صغيرة,منطقة مكة المكرمة,340.0,0.12864169504351117,271092.9964735516,108322.08161209068,28325.631234256925,162770.91486146091
2025,الفنون والترفية والتسلية,متناهية الصغر,منطقة مكة المكرمة,96.0,0.036322360953461974,30954.730262881178,13564.781493165086,2750.7593690851736,17389.94876971609
2025,الفنون والترفية والتسلية,متناهية الصغر,منطقة مكة المكرمة,217.0,0.082103670071888,69970.58819838766,30662.058166841914,6217.862323869611,39308.53003154574
2025,الفنون والترفية والتسلية,متناهية الصغر,منطقة مكة المكرمة,1934.0,0.7317442300416194,623608.8367542938,273273.8271643883,55416.339789695056,350335.00958990544
